Network Management Card AOS v6.9.6
RPDU 2g APP v6.9.6
NMC Serial Number: 0A2110G04928

Model Number: AP8853
RPDU Serial Number: 0A2110G05188
Hardware Revision: 02
NMC BM Version: 1.0.9

Date     	Time     	Name	Contact	Location	System IP
02/10/2025	17:54:56	apc488888	Unknown	Unknown	0.0.0.0

		RPDU 1* (SN:0A2110G05188)   	   	   	   	   	   	   	Bank I.A	   	Bank I Max.A	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A	1	2	1	2
02/05/2025	18:44:15	0.63	0.63	12606.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	18:34:15	0.63	0.63	12606.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	18:24:15	0.63	0.63	12606.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	18:14:15	0.63	0.63	12605.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	18:04:15	0.63	0.63	12605.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:54:15	0.63	0.63	12605.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:44:15	0.63	0.63	12605.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:34:15	0.63	0.63	12605.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:24:15	0.63	0.63	12605.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:14:15	0.63	0.63	12605.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	17:04:15	0.63	0.63	12605.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:54:15	0.63	0.63	12605.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:44:15	0.63	0.63	12605.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:34:15	0.63	0.63	12604.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:24:15	0.63	0.63	12604.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:14:15	0.63	0.63	12604.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	16:04:15	0.63	0.63	12604.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:54:14	0.63	0.63	12604.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:44:14	0.63	0.63	12604.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:34:14	0.63	0.63	12604.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:24:14	0.63	0.63	12604.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:14:14	0.63	0.63	12604.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	15:04:14	0.63	0.63	12604.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:54:14	0.63	0.63	12603.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:44:14	0.63	0.63	12603.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:34:14	0.63	0.63	12603.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:24:14	0.63	0.63	12603.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:14:14	0.63	0.63	12603.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	14:04:14	0.63	0.63	12603.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:54:14	0.63	0.63	12603.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:44:14	0.63	0.63	12603.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:34:14	0.63	0.63	12603.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:24:13	0.63	0.63	12602.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:14:13	0.63	0.63	12602.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	13:04:13	0.63	0.63	12602.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:54:13	0.63	0.63	12602.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:44:13	0.63	0.63	12602.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:34:13	0.63	0.63	12602.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:24:13	0.63	0.63	12602.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:14:13	0.63	0.63	12602.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	12:04:13	0.63	0.63	12602.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:54:13	0.63	0.63	12602.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:44:13	0.63	0.63	12601.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:34:13	0.63	0.63	12601.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:24:13	0.63	0.63	12601.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:14:13	0.63	0.63	12601.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	11:04:13	0.63	0.63	12601.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:54:13	0.63	0.63	12601.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:44:13	0.63	0.63	12601.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:34:12	0.63	0.63	12601.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:24:12	0.63	0.63	12601.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:14:12	0.63	0.63	12601.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	10:04:12	0.63	0.63	12600.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:54:12	0.63	0.63	12600.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:44:12	0.63	0.63	12600.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:34:12	0.63	0.63	12600.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:24:12	0.63	0.63	12600.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:14:12	0.63	0.63	12600.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	09:04:12	0.63	0.63	12600.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:54:12	0.63	0.63	12600.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:44:12	0.63	0.63	12600.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:34:12	0.63	0.63	12600.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:24:12	0.63	0.63	12599.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:14:12	0.63	0.63	12599.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	08:04:12	0.63	0.63	12599.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:54:12	0.63	0.63	12599.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:44:12	0.63	0.63	12599.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:34:11	0.63	0.63	12599.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:24:11	0.63	0.63	12599.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:14:11	0.63	0.63	12599.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	07:04:11	0.63	0.63	12599.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	06:54:11	0.63	0.63	12598.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	06:44:11	0.63	0.63	12598.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	06:34:11	0.63	0.63	12598.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	06:24:11	0.63	0.63	12598.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	06:14:11	0.63	0.63	12598.5	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	06:04:11	0.63	0.63	12598.4	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	05:54:11	0.63	0.63	12598.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	05:44:11	0.63	0.63	12598.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	05:34:11	0.63	0.63	12598.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	05:24:11	0.63	0.63	12598.0	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	05:14:11	0.63	0.63	12597.9	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	05:04:11	0.63	0.63	12597.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	04:54:11	0.63	0.63	12597.7	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	04:44:11	0.63	0.63	12597.6	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	04:34:10	0.63	0.63	12597.5	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	04:24:10	0.63	0.63	12597.4	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	04:14:10	0.63	0.65	12597.3	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/05/2025	04:04:10	0.63	0.63	12597.2	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	03:54:10	0.63	0.63	12597.1	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	03:44:10	0.63	0.63	12597.0	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	03:34:10	0.63	0.63	12596.9	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	03:24:10	0.63	0.63	12596.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	03:14:10	0.63	0.63	12596.7	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	03:04:10	0.63	0.63	12596.6	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	02:54:10	0.63	0.63	12596.5	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	02:44:10	0.63	0.63	12596.4	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	02:34:10	0.63	0.63	12596.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	02:24:10	0.63	0.63	12596.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	02:14:10	0.63	0.63	12596.0	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	02:04:10	0.63	0.63	12595.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	01:54:09	0.63	0.63	12595.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	01:44:09	0.63	0.63	12595.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	01:34:09	0.63	0.63	12595.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	01:24:09	0.63	0.63	12595.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	01:14:09	0.63	0.63	12595.4	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	01:04:09	0.63	0.63	12595.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	00:54:09	0.63	0.63	12595.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	00:44:09	0.63	0.63	12595.1	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/05/2025	00:34:09	0.63	0.63	12595.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	00:24:09	0.63	0.65	12594.9	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/05/2025	00:14:09	0.65	0.65	12594.8	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/05/2025	00:04:09	0.63	0.63	12594.7	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/04/2025	23:54:09	0.63	0.65	12594.6	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/04/2025	23:44:09	0.63	0.63	12594.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	23:34:09	0.63	0.63	12594.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	23:24:09	0.63	0.65	12594.3	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/04/2025	23:14:09	0.65	0.65	12594.2	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/04/2025	23:04:09	0.63	0.63	12594.1	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/04/2025	22:54:09	0.63	0.63	12593.9	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/04/2025	22:44:08	0.63	0.63	12593.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	22:34:08	0.63	0.63	12593.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	22:24:08	0.63	0.63	12593.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	22:14:08	0.63	0.63	12593.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	22:04:08	0.63	0.63	12593.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	21:54:08	0.63	0.63	12593.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	21:44:08	0.63	0.63	12593.2	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/04/2025	21:34:08	0.63	0.63	12593.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	21:24:08	0.63	0.63	12593.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	21:14:08	0.63	0.63	12592.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	21:04:08	0.63	0.63	12592.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:54:08	0.63	0.63	12592.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:44:08	0.63	0.63	12592.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:34:08	0.63	0.63	12592.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:24:08	0.63	0.63	12592.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:14:08	0.63	0.63	12592.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	20:04:08	0.63	0.63	12592.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:54:08	0.63	0.63	12592.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:44:07	0.63	0.63	12592.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:34:07	0.63	0.63	12591.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:24:07	0.63	0.63	12591.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:14:07	0.63	0.63	12591.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	19:04:07	0.63	0.63	12591.6	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/04/2025	18:54:07	0.63	0.63	12591.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	18:44:07	0.63	0.63	12591.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	18:34:07	0.63	0.63	12591.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	18:24:07	0.63	0.63	12591.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	18:14:07	0.63	0.63	12591.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	18:04:07	0.63	0.63	12591.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:54:07	0.63	0.63	12590.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:44:07	0.63	0.63	12590.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:34:07	0.63	0.63	12590.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:24:07	0.63	0.63	12590.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:14:07	0.63	0.63	12590.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	17:04:07	0.63	0.63	12590.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:54:07	0.63	0.63	12590.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:44:06	0.63	0.63	12590.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:34:06	0.63	0.63	12590.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:24:06	0.63	0.63	12589.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:14:06	0.63	0.63	12589.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	16:04:06	0.63	0.63	12589.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:54:06	0.63	0.63	12589.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:44:06	0.63	0.63	12589.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:34:06	0.63	0.63	12589.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:24:06	0.63	0.63	12589.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:14:06	0.63	0.63	12589.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	15:04:06	0.63	0.63	12589.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:54:06	0.63	0.63	12589.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:44:06	0.63	0.63	12588.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:34:06	0.63	0.63	12588.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:24:06	0.63	0.63	12588.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:14:06	0.63	0.63	12588.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	14:04:06	0.63	0.63	12588.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:54:06	0.63	0.63	12588.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:44:05	0.63	0.63	12588.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:34:05	0.63	0.63	12588.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:24:05	0.63	0.63	12588.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:14:05	0.63	0.63	12588.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	13:04:05	0.63	0.63	12587.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:54:05	0.63	0.63	12587.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:44:05	0.60	0.63	12587.7	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:34:05	0.63	0.63	12587.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:24:05	0.63	0.63	12587.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:14:05	0.63	0.63	12587.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	12:04:05	0.63	0.63	12587.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:54:05	0.63	0.63	12587.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:44:05	0.63	0.63	12587.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:34:05	0.63	0.63	12587.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:24:05	0.63	0.63	12586.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:14:05	0.63	0.63	12586.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	11:04:05	0.63	0.63	12586.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:54:05	0.63	0.63	12586.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:44:04	0.63	0.63	12586.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:34:04	0.63	0.63	12586.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:24:04	0.63	0.63	12586.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:14:04	0.63	0.63	12586.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	10:04:04	0.63	0.63	12586.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:54:04	0.63	0.63	12585.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:44:04	0.63	0.63	12585.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:34:04	0.63	0.63	12585.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:24:04	0.63	0.63	12585.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:14:04	0.63	0.63	12585.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	09:04:04	0.63	0.63	12585.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:54:04	0.63	0.63	12585.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:44:04	0.63	0.63	12585.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:34:04	0.63	0.63	12585.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:24:04	0.63	0.63	12585.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:14:04	0.63	0.63	12584.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	08:04:04	0.63	0.63	12584.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:54:03	0.63	0.63	12584.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:44:03	0.63	0.63	12584.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:34:03	0.63	0.63	12584.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:24:03	0.63	0.63	12584.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:14:03	0.63	0.63	12584.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	07:04:03	0.63	0.63	12584.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:54:03	0.63	0.63	12584.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:44:03	0.63	0.63	12584.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:34:03	0.63	0.63	12583.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:24:03	0.63	0.63	12583.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:14:03	0.63	0.63	12583.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	06:04:03	0.63	0.63	12583.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:54:03	0.63	0.63	12583.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:44:03	0.63	0.63	12583.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:34:03	0.63	0.63	12583.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:24:03	0.63	0.63	12583.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:14:03	0.63	0.63	12583.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	05:04:03	0.63	0.63	12583.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:54:03	0.63	0.63	12582.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:44:02	0.63	0.63	12582.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:34:02	0.63	0.63	12582.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:24:02	0.63	0.63	12582.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:14:02	0.63	0.63	12582.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	04:04:02	0.63	0.63	12582.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:54:02	0.63	0.63	12582.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:44:02	0.63	0.63	12582.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:34:02	0.63	0.63	12582.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:24:02	0.63	0.63	12581.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:14:02	0.63	0.63	12581.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	03:04:02	0.63	0.63	12581.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:54:02	0.63	0.63	12581.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:44:02	0.63	0.63	12581.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:34:02	0.63	0.63	12581.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:24:02	0.63	0.63	12581.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:14:02	0.63	0.63	12581.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	02:04:02	0.63	0.63	12581.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	01:54:02	0.63	0.63	12581.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	01:44:01	0.63	0.63	12580.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	01:34:01	0.63	0.63	12580.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/04/2025	01:24:01	0.63	0.63	12580.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
